dim_0_mean_feat,dim_1_mean_feat,dim_2_mean_feat,dim_3_mean_feat,dim_4_mean_feat,dim_5_mean_feat,dim_6_mean_feat,dim_7_mean_feat,dim_8_mean_feat,dim_9_mean_feat,dim_10_mean_feat,dim_11_mean_feat,dim_12_mean_feat,dim_13_mean_feat,dim_14_mean_feat,dim_15_mean_feat,signal_index,segment_start,segment_end,segment_length,segment_symbol
0.012551084269319938,0.013220463021646298,0.012012501414933298,0.010321275506362752,0.008929172034268091,0.007927129073632992,0.008346255905573361,0.007566667692324894,0.005516510712009144,0.003822498635682418,0.0031792551132909766,0.0028309287657363054,0.0023518288590600946,0.0019539719629618406,0.001556546032403521,0.0011427190169693495,0,0,426,426,2
0.06465234013809124,0.10715117432421563,0.25701589706156047,0.33418612915163215,0.28418520787873947,0.27384670324963284,0.26522225750057876,0.15203854221945542,0.07225335947366791,0.06255124215036349,0.07109564045418569,0.10872236470241743,0.09917959672495698,0.05449400545578399,0.030773685470883754,0.01880706763375771,0,426,524,98,5
0.005720082724739399,0.012986230521255039,0.2976245456735579,0.5608019149695344,0.2727154054511012,0.3283185691582878,0.5805749099405794,0.27934752320123624,0.06938990465337315,0.10921854614340851,0.06098939629303126,0.1764881761151676,0.28400631371690144,0.1281589908984713,0.06942333992691717,0.10412323132572261,0,524,1091,567,3
0.014819626359648985,0.058392447716223345,0.33440639908835257,0.38877475476863765,0.19066455438724103,0.35076553877011674,0.24816004660570037,0.2677500965469988,0.12578066057727386,0.12141132523044354,0.19469193419665862,0.15138879330769947,0.1446754410408898,0.09846681806917128,0.05440930081392093,0.09661202199254966,0,1091,1227,136,4
0.012375386496327974,0.015140071103172626,0.298364516306355,0.5420626539921047,0.26779071407828375,0.34051632733126913,0.5670406866963882,0.2559403478537355,0.0847977590905144,0.12577876972594,0.05666543666388464,0.19194551733186216,0.2764821293991406,0.109657001242393,0.09213105853589505,0.12311705856917134,0,1227,1756,529,3
0.06886054850571505,0.09391351042957695,0.1783459941203543,0.248276108005826,0.26210582832950496,0.2882435002322177,0.2909916711354665,0.2130446490010727,0.11910992588250181,0.05607923879047764,0.060118740290088,0.1230007660787452,0.1434569346614035,0.1166514838917041,0.09640766647852916,0.07684739929586468,0,1756,1835,79,5
0.012974139399526035,0.011631700594111474,0.015884759962749805,0.019782807704869225,0.024739020933106346,0.027343084788651096,0.023902887869831795,0.020305473075280175,0.01472467761285978,0.008975138241527122,0.008016714084601124,0.010773215559890952,0.011836849985543687,0.011617609135344155,0.009974963741660068,0.007733491044174282,0,1835,2008,173,2
0.011244113069687095,0.010013678961335686,0.009730951205504235,0.00878223708996029,0.0071769485362813,0.006210517555516124,0.005429253004284043,0.0051371684253890895,0.004458664157701749,0.0036376468312285665,0.003003905303187583,0.002353138782301496,0.0018018811882486842,0.0015549550239237076,0.001172951190069771,0.0011489468324979144,1,0,517,517,2
0.07041266947325557,0.11935631174849153,0.2591029716322824,0.32851784223652253,0.2949537732058987,0.2760959579191619,0.2539950089511854,0.1651638251211841,0.08322043537830845,0.06649727861183373,0.0694190344708038,0.09948326888284492,0.0929557773045285,0.060293196917738864,0.03801234361199711,0.023432082444670894,1,517,606,89,5
0.007439582062617529,0.01487728835918549,0.3056853291011468,0.5691936535160216,0.28572844211057447,0.3374717702800834,0.5824545656033223,0.27218650020747837,0.07198929202475503,0.10328930637638715,0.0635655718479498,0.1783340458072078,0.28306817396899586,0.1324397620821078,0.07384250358126189,0.09920569000096327,1,606,1137,531,3
0.04785009824508934,0.06908710403158849,0.3409404093912144,0.37862797905706375,0.15361962160923542,0.4033734887397413,0.270183531977728,0.14567135529161174,0.08025975191135777,0.12125530977934505,0.21855407771769195,0.15458641055060177,0.08005774759760435,0.12039754346343513,0.08944878235526642,0.08127370249825584,1,1137,1328,191,1
0.012562894552794147,0.02031855771466173,0.31323702979825546,0.5619070104120164,0.2713164601528135,0.3587278310533149,0.592553901934834,0.26481118534154224,0.07962103271502026,0.11158436458661936,0.053041566893950405,0.18276545888906043,0.2769074676169686,0.11709511878414611,0.09636320830317623,0.1278525160126052,1,1328,1851,523,3
0.046093865881207986,0.08556441463723062,0.1912676956600233,0.26845468739007233,0.27472394704001174,0.3081458354702361,0.3046454763199176,0.19539801147770863,0.09342446208112877,0.03328762329057151,0.0665494019581348,0.1350676479503996,0.14634625393480363,0.10162069867783426,0.08448316041757531,0.055478447914483406,1,1851,1937,86,5
0.011378209028001164,0.014657091241304782,0.020793710568732696,0.02747180720970695,0.033783726685092864,0.03447914496205439,0.03299792693664463,0.02792831375218085,0.020592461218186975,0.014716993603617914,0.014651582171731658,0.01700991297526964,0.017990816535424142,0.015941312245416273,0.01317293896710556,0.009724832659757056,1,1937,2075,138,2
0.011219869919765882,0.01269627487403079,0.013230659988346688,0.009187487960509895,0.00946769391620204,0.009268345823927087,0.007186149785190364,0.008859522997340498,0.007030545997356225,0.003999548253610449,0.004135130405772514,0.0034620509339666305,0.002595315149168335,0.002201588063542411,0.0021188905270319632,0.0019931634622364137,2,0,394,394,2
0.06661140698513533,0.1039691759137359,0.23411884656918328,0.2940852271068628,0.2718013376449012,0.2551515950802056,0.24366815483533813,0.16968616571791176,0.07145856696547609,0.05523661921768958,0.06476433006079498,0.09924107985343117,0.1010868166050961,0.07018430093716205,0.03948130315726843,0.02369259377712328,2,394,482,88,5
0.010616282799375045,0.015377932022441912,0.2834235152463201,0.5613772101115307,0.3006761937202737,0.2838414106364184,0.5600441202619796,0.30591903601090453,0.05176079135297562,0.08856605131674193,0.054969328676861766,0.13395401574317148,0.2679742739625839,0.16080164203834077,0.053873171183059315,0.09543480080782651,2,482,1019,537,3
0.04807446282578625,0.07775735135138837,0.33267322527016985,0.35209641768999633,0.12482814819378078,0.301672223718425,0.22274180327954163,0.20149895237924548,0.04885921772877618,0.11812521677427437,0.14042326622731088,0.11247618580139696,0.1332170275911879,0.040561897647084594,0.07625363937237271,0.05935478819328164,2,1019,1187,168,5
0.010647324788533315,0.014165683774393268,0.28828996344980173,0.574381043825554,0.3159201100846953,0.28696233127466125,0.5665227748162398,0.3129077034970761,0.057493036402490795,0.10155236637207123,0.06301123849734808,0.12632700042865733,0.2676635595806164,0.1718600397781748,0.06682079910634113,0.10115916350319226,2,1187,1636,449,3
0.039888006374425085,0.06673179607020766,0.28059703062284425,0.3736711375587124,0.16645170085081923,0.3169505044528203,0.34679227110318034,0.13010010759546864,0.11331601466814385,0.10496308227714513,0.0905865469571372,0.13367106745132729,0.11933145593586225,0.05393169981327241,0.10575162641854045,0.10645236029467685,2,1636,1750,114,7
0.06014937474085404,0.0691583238164874,0.08779794325149623,0.10903679965614868,0.10921250152681215,0.09783855052728506,0.08315938926549234,0.06673876453846396,0.046384967330421696,0.027491350485568077,0.01371892428261985,0.015467297694456822,0.021041280984170664,0.022789129497530935,0.025234841860391273,0.028310056368707925,2,1750,1853,103,6
0.005746552649492466,0.005333011796748175,0.013005989111526298,0.0183967212537162,0.020616582014883585,0.02199828045196752,0.018070609591482684,0.010952508356588057,0.006409964053691947,0.005665606966606619,0.007893887728231394,0.0065137696236180565,0.00383100784229582,0.002606516294666889,0.002559187817098398,0.0032372332317312904,3,0,434,434,2
0.0671245585697829,0.0942062961306992,0.21749210199219474,0.23732130115547745,0.13394960925130728,0.3034619695154669,0.22355191451712728,0.08091935954248733,0.09572052927662117,0.08048888040486786,0.11799281019449943,0.09509379969520741,0.06830877147565295,0.07358355482638486,0.06176366797676261,0.050557448560883476,3,434,530,96,6
0.009595619342979702,0.01763383633438529,0.2929509582816921,0.5439394508454639,0.2823473486833834,0.31422259978628864,0.5633596284254981,0.28217293555617673,0.07659444535637547,0.1280970041876518,0.061567416030449865,0.16584408108578258,0.2768396356475805,0.14761890957035526,0.07156312406390901,0.12318415633301293,3,530,1053,523,3
0.040010972667943935,0.06894718449888185,0.3060155474838963,0.3650020895624889,0.15320308943683794,0.38091214642846194,0.275879666176107,0.15902543348048304,0.18144794448170726,0.1188700780992006,0.1325833807789804,0.1406658795185252,0.0697116507241341,0.06939093735491447,0.03879325731720291,0.07043555264505852,3,1053,1272,219,7
0.007721153819493237,0.015680183424763013,0.273310311177184,0.5531939267279389,0.30954479487140857,0.2844053437675146,0.5914311409074738,0.3375529079624409,0.07089757253168023,0.13501976514396588,0.0750592512587133,0.11895206735377066,0.27611845271350216,0.19580231498977324,0.06966498023124246,0.14220552833221678,3,1272,1724,452,3
0.02343009760311665,0.06523524926376137,0.252912696813466,0.3450247131156471,0.1662439889139457,0.3015506464771973,0.37450083928218547,0.1695527499395758,0.13750574768614574,0.1461767147857316,0.09965654290967374,0.11114788319823134,0.09311703770631564,0.05710259193871041,0.09884221303952967,0.1297277732866013,3,1724,1835,111,7
0.046745202270627395,0.051538938493721806,0.06919905557223743,0.09248305320420765,0.08619639421014796,0.08934650698840504,0.0861847699935038,0.0709222609927112,0.06363723816834016,0.04404311985040863,0.01995616200692315,0.01713921236720299,0.008374375907431848,0.018083620018751287,0.022561103730350456,0.02689168645716596,3,1835,1938,103,2
0.005052227568371473,0.005908659005118017,0.013006399239035986,0.019208291058033265,0.021524368443298074,0.02171652237550023,0.018561094070344383,0.012328620599390763,0.00779053939483239,0.006997909999012119,0.0077268348049291434,0.007091386071827678,0.005065215609880044,0.0033994994431910757,0.0028609545621799417,0.00329260788227388,4,0,358,358,2
0.058296115601966146,0.07170085824871435,0.19219855716398976,0.23648065988093483,0.11113480896463691,0.2811271299535077,0.2410873116192376,0.07170796354486669,0.0820534564089199,0.04398233659345564,0.0964460510272124,0.09770895831425118,0.0457325339966356,0.06150146375783905,0.04199197499619922,0.04982232207423241,4,358,460,102,6
0.010111218242314214,0.017418118920481444,0.29619461109032313,0.5418158671761203,0.27546252373960445,0.33482884514283184,0.5765275289595221,0.27493014061393195,0.07412815670212894,0.1115382056573436,0.057095990648241245,0.17104940179884415,0.28475963802749904,0.1494553060962844,0.0811990603408472,0.11664565394591568,4,460,987,527,3
0.028430331701815026,0.05057743901806551,0.27076885290626,0.2962496332393997,0.18828290006782408,0.29796522132364567,0.2539332093655256,0.1955049473539122,0.10389749043889575,0.07619865864191076,0.0761897775315732,0.08808356142319711,0.08042450522098313,0.05070817646032582,0.044801887416133314,0.0696312718347902,4,987,1190,203,7
0.006926726228090011,0.015345786752159364,0.297972144893021,0.5465220774853438,0.2806690918129157,0.3411236383370041,0.5808693862860705,0.27538958756810683,0.07971244334284669,0.11941306928683015,0.058221172712916706,0.17699547937783858,0.2880076926700472,0.13876527574544223,0.08584418953857145,0.12717374262804443,4,1190,1694,504,3
0.03531752993498955,0.038078182313577444,0.1835815203950685,0.2487631023249497,0.11092533708138473,0.25147547502985523,0.32044365109785866,0.16252182423792402,0.07421881294651834,0.09900923620664384,0.09370115853372873,0.12153239854306329,0.11378813027718696,0.051127902758825436,0.06700172132088218,0.09271359854244018,4,1694,1786,92,7
0.022725749760124554,0.030978711897532908,0.039773676827164775,0.052345806740827276,0.0555539249682184,0.054255615344983917,0.05674150046781097,0.04504532104466424,0.03383126117740513,0.0249472223586036,0.01458122044620069,0.010277013668536925,0.012517585469242585,0.013430026706842835,0.013694900572749757,0.013059082363295053,4,1786,1913,127,2
0.005001448715342686,0.005305586513217061,0.007156593345149672,0.009768826088287568,0.0127395997306341,0.01533045514797865,0.014362606785665073,0.01161974998973257,0.008841276927518968,0.004774309375786791,0.0033368616068799595,0.00538251842802222,0.006525802741888049,0.006444029858680713,0.004968355314897528,0.0030602082779949582,5,0,553,553,2
0.04702281930308271,0.08307358433911764,0.17746697387072669,0.15816068518065382,0.19572949540974685,0.33897820740887324,0.21902182581168964,0.1369308191033554,0.17659756162207435,0.10178111078497394,0.0665340178247886,0.04459935430973553,0.09620788904359655,0.11992927466668447,0.051734179890966715,0.03637282783291143,5,553,664,111,7
0.03539741055416239,0.02961513152734987,0.2607424923227633,0.45587120126530334,0.21916063533748567,0.41911506141155813,0.6179701330671962,0.25044218938936735,0.1454112897222466,0.1805986748672767,0.07254780079125182,0.1823025104251011,0.21897873135330748,0.09339697815098719,0.13283863935099166,0.13820557370803468,5,664,1240,576,3
0.13542529629575611,0.1453154530771495,0.2926018057757558,0.31124963553621277,0.24518662844411668,0.4122010539919208,0.2764258028881943,0.2025631929243081,0.19215560130210702,0.08817195076036247,0.07749543959725044,0.07421027205529297,0.09595426715140373,0.08972841712584097,0.08364532692570376,0.06595474644108777,5,1240,1412,172,0
0.02307768309820502,0.017538242611014818,0.27520411639893394,0.4864791442450281,0.2419567966662159,0.42033987848955334,0.652685880170225,0.2801825298639358,0.15085339799874187,0.19383000147015783,0.07286677490482009,0.1737786431169219,0.23853184094665092,0.09319457338264553,0.13568709168675328,0.1670901975352137,5,1412,1855,443,3
0.023348912239606282,0.06388962056024623,0.24415527267172524,0.3315921694106934,0.20480638011801988,0.43977516740484823,0.4317229846014642,0.16254188199109348,0.1873722211077008,0.12287019954230478,0.0721728011596982,0.15236106457877358,0.11601475360502336,0.10907597280349962,0.13245586877959273,0.06777700352188126,5,1855,2017,162,7
0.01638224292268115,0.022044976305853083,0.031336186457547134,0.043904370716848364,0.05289115516384605,0.05686513119327117,0.05611921667079457,0.04698751782214053,0.034412906332578035,0.021362507063258408,0.01662996124607757,0.021978961542861435,0.0252578389455175,0.023250290724792358,0.017292114103628093,0.010531617536036385,5,2017,2156,139,2
0.006132848666120751,0.006134228103339392,0.008957115927089398,0.012308215289378376,0.014781515310088828,0.016937129927951728,0.016847175385537382,0.013851133164981206,0.009752984103267512,0.005171526240220919,0.003098764369638786,0.004862144544396357,0.005221629223742283,0.0046200511761528935,0.0030879678775707284,0.0013836760560216796,6,0,468,468,2
0.050072548455504365,0.08362223915111505,0.1793704202947817,0.1849242393688999,0.13596212373571007,0.32673050244033375,0.2745210054324484,0.08317118983474979,0.16232310090756025,0.12325361818872493,0.08766993259182243,0.07014547471754154,0.04908389894043542,0.10174571184978187,0.07574938202332725,0.03889731455614731,6,468,565,97,7
0.017049766596510585,0.02257688198430396,0.2960871894066193,0.48932033606669756,0.22812260617089977,0.44147217705952047,0.6211046692359573,0.23870924032088267,0.1660098329827291,0.20227070733367136,0.07171845735123764,0.20222282959928112,0.228724232942289,0.08533154447984595,0.1721065520567592,0.17153137982650285,6,565,1113,548,8
0.05006878521958416,0.08870015012974025,0.21760281793243091,0.2604053940361705,0.17191069604334283,0.3306256383883088,0.2508334022972111,0.14038719669900587,0.18009260273237343,0.08124126473288949,0.09053415078194882,0.0901360575205063,0.06596193424324287,0.08868124583299929,0.06294775990653127,0.054390464243156224,6,1113,1321,208,7
0.013881855603483945,0.034397575823498214,0.3099980832069125,0.42328037917984973,0.19050160523854565,0.544567989008168,0.5173018246983693,0.1441449992028914,0.24212804580459218,0.1511497656605462,0.10939932143078314,0.20558518046316512,0.11677424698772712,0.15973704192844013,0.19969535955260725,0.06936341370127996,6,1321,1959,638,8
0.030477744808097076,0.07872457710571458,0.2123727585706584,0.22234237572424295,0.1817470549469487,0.31758320766810133,0.22388494926786862,0.12309592256248043,0.17150406987518313,0.10986568000213769,0.056033790668319455,0.028202182354803092,0.05065740131060783,0.09110462594971748,0.07736874412644745,0.026867944634721735,6,1959,2079,120,7
